Title,Organization,Level,Ratings,Decription,Skills,Completion Time,Instructor,Cost,Link,short summary
FinTech Ethics and Risks,University of Hong Kong,Introductory,4.4,"FinTech has started a global revolution in the financial services industry, and the transformation will only increase in coming years. There are many ways in which FinTech can improve the lives of people around the world; however, those same technologies can also be used to enslave, coerce, track, and control people. Accordingly, it is appropriate and necessary to consider the implications of the introduction of these technologies so that they are utilized properly, regulated sufficiently, and their adoption does not come at the expense of societal growth. This 6-week online coursecovers 6 modules, representing the full spectrum of finance, technology, and the introduction of FinTech solutions globally. We will ask questions that are not often asked or addressed when new technologies are adopted. Why should we adopt FinTech solutions, and what are the best ways to introduce disruptive technologies? How does blockchain technology change the way we provide financial services, and how should blockchain technology be governed? Is FinTech creating risks in cybersecurity and how can technology help us prevent financial crimes? As Artificial Intelligence (AI) is developed and adopted, will human biases and prejudices be built into such mechanisms? And at a larger scope, should FinTech lead to a decentralized, democratized system of finance, or will existing institutions adopt FinTech strategies to cement their existing hold on the financial markets? Through discussing and attempting to answer these questions, you will understand better how the introduction of these technologies can benefit or harm society. And through considering the proper application or introduction of such technologies, you will learn to make better decisions as an individual and organization when facing the question: is FinTech our savior or a villain?.Introduction: Ethics of Finance and Emerging Technologies 
This module will provide a historical and broad perspective of ethical issues relating to finance and the introduction or adoption of emerging technologies. Blockchain and its Governance
This module will expand off the Introduction to FinTech course (https://www.edx.org/course/introduction-to-fintech), to consider the most relevant and ethical ways such technology should be implemented, in a number of different industries or product segmentation. In particular, data collection, customer privacy, and transactional issues will be covered in this module. Cybersecurity & Crimes 
FinTech can make it easier and cheaper for banks to monitor and control financial transactions, thus reducing fraud and reducing bank costs. But at the same time, these tools can be used to steal money and other corporate secrets, hide illegality (including purchases of weapons, drugs, etc.), and finance terrorists and other criminal organizations. Accordingly, this module will consider the implications of such important issues. AI & FinTech 
In this module we will consider the implications of building our own concepts of “human” morality into amoral machines, as well as a consideration of whether human biases and prejudices can or will be built into such mechanisms, whether purposefully or unintentionally. Institutionalization vs. Decentralization 
One of the key reasons people are calling for FinTech is for its decentralized nature, thus democratizing finance, and allowing regular people to participate more fully and affordably in financial transactions through technologies like cryptocurrencies, non-government issued IDs, and P2P lending. In this module we will address some large questions, considering whether FinTech should lead to a decentralized, democratized system of finance. Or whether existing institutions will adopt FinTech strategies to cement their existing hold on the financial markets. Big Questions Relating to the Introduction of FinTech 
In this final module, we will consider some of the many outstanding questions and purposes of introducing FinTech to the world, exploring the many ways that FinTech can both help and hurt society. We will discuss financial inclusion, sustainable development, and many other positive aspects of FinTech development. Conversely, we will also consider how these same technologies and solutions could potentially be used to inhibit access to financial markets, or worse.","Financial Technology (FinTech), Financial Services, Artificial Intelligence, Financial Market, Blockchain, Cyber Security, Finance",6 Weeks,David L. Bishop-David S. Lee,FREE-Add a Verified Certificate for Rs. 16616.5,https://www.edx.org/course/fintech-ethics-and-risks,"This 6-week online coursecovers 6 modules, representing the full spectrum of finance, technology, and the introduction of FinTech solutions globally. We will ask questions that are not often asked or addressed when new technologies are adopted. Through discussing and attempting to answer these questions, you will understand better how FinTech can benefit or harm society."
User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,Tsinghua University,Advanced,4.522,"The most successful products and services offer rich and colorful user experiences that take into account social and cultural patterns. Learn how to create excellent user experience (UX) designs which are user-centered and consider factors such as consumer demand, ability and cultural background.Understanding UX design, or how to design with the user in mind, is not only a requirement for designers, but also a skill product managers and developers should develop throughout their careers. This UX/UI course should help product developers, managers and marketers as well as designers develop unique critical, analytical perspectives in user experience and user interface.Theoretical knowledge of the human factor is at the heart of user-centered design and evaluation. This course will focus around this theme, starting with specific design cases and gradually diving deeper into the newest research findings, taking learners from the simplest to the most complicated studies of user analysis, task analysis, user interface design, cross-cultural design, user experience design, robot and human interaction design, the newest health care and human factor research projects, and more.FAQsWhat are the textbook and the reference books for this course?Heim, S. (2007). The Resonant Interface. Pearson Education Limited. (English language reprint edition published by Publishing House of Electronics Industry).What is the grading breakdown?20% quizzes
40% discussion
40% final reportHow can I get the certificate?If your final score is no less than 50.生活中各式各样的产品与服务给我们带来了丰富多彩的用户体验，也蕴含着有趣的社会文化规律。优秀的用户体验设计需要以人为中心，全面考虑人的需求、能力以及文化背景等因素。以用户为中心的设计方法不仅是对设计师的要求，也是产品管理、开发人员必需的专业素养，本课程希望帮助产品开发或设计人员建立独立的评判视角和分析思路。人因学的理论知识是“以用户为中心的设计和评估”方法的基础，本课程将围绕这个中心，从具体的设计案例开始讲授，逐步深入至最新的科研成果，引导学生由浅入深地学习用户研究，任务分析，交互界面评估，跨文化设计，用户体验设计，人与机器人交互设计，以及前沿的医疗与人因研究专题等内容。.Week 0: Pre-study or review of the knowledge in calculus and linear algebra, which will be used in this course Week 1: Introduction of Human Factors HCI and Human-Centered Design Week 2-3: Chinese User Experience Design: Observation of Chinese Week 4: Chinese User Experience Design: A Case study Week 5: Human-Robot Interaction Week 6: Research and Practice at Tsinghua Week 7: Final report","User-Centered Design, User Experience, User Experience Design (UX), User Analysis, English Language, User Interface, Research, Human Factors, Reference Books, Interaction Design, User Interface Design, Product Management, Task Analysis",7 Weeks,Pei-Luen Patrick Rau,FREE-Add a Verified Certificate for Rs. 11606.5,https://www.edx.org/course/user-experience-ux-design-human-factors-and-cultur,"Theoretical knowledge of the human factor is at the heart of user-centered design and evaluation. This course will focus around this theme, starting with specific design cases and gradually diving deeper into the newest research findings. The most successful products and services offer rich and colorful user experiences that take into account social and cultural patterns."
The Conquest of Space: Space Exploration and Rocket Science,Universidad Carlos III de Madrid,Introductory,4.522,"Space exploration plays a major role in the history of humankind. The cultural, political and sociological repercussions are extraordinary, and the amount of resources dedicated to space exploration is enormous. This aerospace course is a first step for those interested in learning more about the history of the space and the impact of space exploration on our daily lives.Each week we will focus on a major chapter in the history of space exploration accompanied by an introduction to the relevant technical topics to fully understand these historical developments. During the seven weeks of the course, we will follow the technical, political and cultural contexts that lead to the birth of the space age, uncover the evolution of space exploration from competition to cooperation in the Apollo and post-Apollo era and finally, analyze current trends in space exploration.By successfully completing this course, you will acquire the critical tools to understand the key events and developments of the Space Age. You will learn to solve basic technical and engineering problems of space travel, rocket propulsion, space systems, and human space flight.Course image: Rosetta at Comet (landscape) / Copyright: ESA/ATG medialab; Comet image: ESA/Rosetta/Navcam..Week 1: The first dreamers and visionaries. Frau im Mond (1929)
Towards space travel. When the story begins. Imagining space travel. Spaceflight literature. Promoting space travel. Pioneers and visionaries. The motion of celestial bodies. Week 2: The first missiles. The vengeance weapon V-2 (1944)
Times of Weimar Republic and the Third Reich. Principles of rocket operation. V-2. Rockets and the birth of the Cold War. Chemical rockets. Week 3: The dawn of the Space Age. Sputnik (1957)
Treaty of Rome and Sputnik. Intercontinental Ballistic Missiles. International Astronautical Federation. Rockets and Atmospheric exploration. IGY. The Space Environment. Sputnik and the birth of the space era. Week 4: The Giant Leap. Apollo 11 (1969)
The Giant Leap. First Man in Orbit. Moon Race. Apollo. Introduction to Space Systems I. Week 5: Space Cooperation. Birth of ESA (1975)
Post-Moon-race cooperation. Soyuz-Apollo programme. ESA example of cooperation. The International Space Station (ISS). Introduction to Space Systems II. Life in space. Accessing space. Week 6: Using space for Humankind. The exploitation of space
Today’s life needs space. Telecommunications. Earth Observation. GNSS. Space Situational Awareness. Space technologies back on the Earth. Week 7: Looking ahead. Ambition (2015)
What’s next? Human Exploration of the Solar System. Robotic Exploration of the Solar System. Scientific Exploration of the Universe. Space Tourism. Getting farther and beyond: electric propulsion.","Cooperation, Spacecraft Propulsion, Space Exploration",7 Weeks,Manuel Sanjurjo Rivo-Mario Merino-Eduardo Ahedo-Manuel Soler,FREE-Add a Verified Certificate for Rs. 10771.5,https://www.edx.org/course/the-conquest-of-space-space-exploration-and-rocket,"Learn about the history of the space and the impact of space exploration on our daily lives. You will learn to solve basic technical and engineering problems of space travel, rocket propulsion, space systems, and human space flight. By successfully completing this course, you will acquire the critical tools to understand the key events and developments of the Space Age."
Business Strategy and Operations in a Biobased Economy,Wageningen University & Research,Advanced,4.522,check out the website in given url for more information,"Value Creation, Supply Chain, Strategic Management, Decision Making, Business Modeling, Quantitative Research, Operations, Decision Support Systems, Sustainable Business, Cost Reduction, Economics, Economy, Planning, Business Strategies, Supply Chain Management",5 Weeks,Emiel Wubben-Jos Bijman-Renzo Akkerman-Argyris Kanellopoulos,FREE-Add a Verified Certificate for Rs. 12441.5,https://www.edx.org/course/business-strategy-and-operations-in-a-biobased-eco,check out the website in given url for more information
What Works in Education: Evidence-Based Education Policies,Inter-American Development Bank,Introductory,4.522,"This course summarizes the main theoretical and practical research surrounding evidence-based education policies and delves into the key improvements and challenges observed in education systems in Latin America and the Caribbean. The course has been organized around five key features of successful education systems: The course’s target audience includes those with interest in improving education through evidence-based education policies..Module 1: IntroductionWe will spend this moduleresearching the main issues of education systems in Latin America and the Caribbean, while introducing the 5 dimensions of success in education policy that we will delve into in the following modules. Module 2: High goalsEstablish the need to define high-level student learning goals that guide all activities of the education system. Module 3: Early educationTo ensure that all students enter the school system ready to learn we must provide full access to high-quality early childhood development (ECD) and preschool programs. Module 4: Effective teachersWe will understand why it is important to have high-quality teachers, and we will discuss the characteristics that a good teacher should have. and we will see how appropriate policies can help our region to improve teacher quality through an improvement in recruiting and talent management. Module 5: Adequate resourceswe will discuss how to ensure that all schools have adequate infrastructure, finance and technological resources and an be able to use them effectively for improving learning. We will also address one of the most important issues our region face in education: how to ensure that resources have a positive impact in most vulnerable populations. Module 6: Relevant skillsWe will discuss how promote education policy to ensure that all young people acquire the necessary skills to achieve their maximum potential in the workplace and contribute to society.",Research,10 Weeks,Emiliana Vegas,FREE-Add a Verified Certificate for Rs. 2087.5,https://www.edx.org/course/what-works-in-education-evidence-based-education-p,This course summarizes the main theoretical and practical research surrounding evidence-based education policies. It delves into the key improvements and challenges observed in education systems in Latin America and the Caribbean. The course has been organized around five key features of successful education systems: The course’s target audience includes those with interest in improving education through Evidence-based Education policies.
Electric Cars: Business,Delft University of Technology,Intermediate,4.3,check out the website in given url for more information,"Infrastructure, Business Modeling, Integration, Presentations, Electric Vehicles, Total Cost Of Ownership, Lecturing",4 Weeks,Frank Rieck-Roland Steinmetz-Rick Wolbertus-Bert van Wee,FREE-Add a Verified Certificate for Rs. 4175.0,https://www.edx.org/course/electric-cars-business,check out the website in given url for more information
Thermodynamics of Materials,Massachusetts Institute of Technology,Intermediate,4.522,"This course describes the fundamental competition between energy and disorder that determines the state of materials at equilibrium. It introduces the laws of thermodynamics, the concept of equilibrium, and thermodynamic potentials. Both classical and statistical interpretations of entropy are presented, but the emphasis of the course is on classical thermodynamics. Topics covered include unary systems, reacting chemical systems, and binary phase diagrams. Emphasis is placed on the concept of constrained equilibrium, the mathematical structure of classical thermodynamics, and on free energy-composition diagrams that underpin binary phase diagrams. Computational thermodynamics is also covered, and thermodynamics software is used throughout the course. The course also emphasizes the uses of thermodynamics is materials selection and process design, and the importance of materials data..Section A: EquilibriumSection B: Phase DiagramsSection C: Foundations",check out the website in given url for more information,16 Weeks,Rafael Jaramillo-Jessica Sandland-John Harrold,FREE-Add a Verified Certificate for Rs. 12525.0,https://www.edx.org/course/thermodynamics-of-materials-2,"This course describes the fundamental competition between energy and disorder that determines the state of materials at equilibrium. It introduces the laws of thermodynamics, the concept of equilibrium, and thermodynamic potentials. Both classical and statistical interpretations of entropy are presented, but the emphasis of the course is on classical thermodynamics. Topics covered include unary systems, reacting chemical systems, and binary phase diagrams. Emphasis is placed on the concept of constrained equilibrium, the mathematical structure of classical thermodynamics, and on free energy-composition diagrams that underpin binary phase diagrams. Computational thermodynamics is also covered, and thermodynamics software is used throughout the course. The course also emphasizes the uses of thermodynamics is materials selection and process design, and the importance of materials data..Section A: EquilibriumSection B: Phase DiagramsSection C: Foundations"
Mechanics: Momentum and Energy,Massachusetts Institute of Technology,Intermediate,4.522,check out the website in given url for more information,check out the website in given url for more information,14 Weeks,Peter Dourmashkin-George Stephans-Deepto Chakrabarty-Analia Barrantes,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/mechanics-momentum-and-energy,check out the website in given url for more information
Co-Creating Sustainable Cities,Delft University of Technology-Wageningen University & Research-Delft University & Wageningen University,Advanced,4.522,"Around the world, major challenges of our time such as population growth and climate change are being addressed in cities. Here, citizens play an important role amidst governments, companies, NGOs and researchers in creating social, technological and political innovations for achieving sustainability.Citizens can be co-creators of sustainable cities when they engage in city politics or in the design of the urban environment and its technologies and infrastructure. In addition, citizens influence and are influenced by the technologies and systems that they use every day. Sustainability is thus a result of the interplay between technology, policy and people’s daily lives. Understanding this interplay is essential for creating sustainable cities. In this MOOC, we zoom in on Amsterdam, Beijing, Ho Chi Minh City, Nairobi, Kampala and Suzhou as living labs for exploring the dynamics of co-creation for sustainable cities worldwide. We will address topics such as participative democracy and legitimacy, ICTs and big data, infrastructure and technology, and SMART technologies in daily life.This global scope will be used to illustrate why specific forms of co-creation are preferred in specific urban contexts. Moreover, we will investigate and compare these cities on three themes that have a vast effect on city life:This MOOC will teach you about the dynamics of co-creation and the key principles of citizens interacting with service providing companies, technology and infrastructure developers, policy makers and researchers. You will gain an understanding of major types of co-creation and their interdependency with their socio-technical and political contexts. You will become equipped to indicate how you can use co-creation to develop innovative technologies, policy arrangements or social practices for a sustainable city in your own community. You will demonstrate this by developing an action plan, research proposal or project idea.Basic knowledge of sustainability in urban settings, urban environmental technology and urban management is assumed..Module 1: Background Knowlegde for Co-Creating Sustainable Cities Module 2: Water & Water Waste: Water as a Basic Need Module 3: Energy and Air 1: Living with the Haze Module 4: Energy & Air 2: Citizens Co-Creating Cleaner Air Module 5: Urban Food & Green: The Use of Urban Spaces Module 6: Energy & Air 3: Creating Smart Energy & Mobility Module 7: Urban Water: Dry Feet for Citizens Module 8: Synthesus: The Dynamics of Co-Creation","Infrastructure, Global Scope, Cooperation, Urban Sustainability, Innovation, Environmental Technology",8 Weeks,Gert Spaargaren-Ellen van Bueren-Co-creating sustainable cities – Course contributors,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/co-creating-sustainable-cities,"Citizens can be co-creators of sustainable cities when they engage in city politics or in the design of the urban environment. Sustainability is a result of the interplay between technology, policy and people’s daily lives. Understanding this interplay is essential for creating sustainable cities. This MOOC will teach you about the dynamics of co-creation."
Cómo educar teniendo en cuenta la muerte,Universidad Autónoma de Madrid,Introductory,4.522,check out the website in given url for more information,"Biology, Pedagogy, Teaching",3 Weeks,Pablo Rodríguez Herrero-Agustín de la Herrán Gascón,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/pedagogia-de-la-muerte-para-docentes,check out the website in given url for more information
Introduction to Animal Ethics,Kyoto University,Introductory,4.522,"Why do many of us who eat pigs condemn those who eat dogs? Is there any difference between lab mice and companion hamsters that justify the use of the former for drug tests? Our attitude toward animals is full of seeming inconsistencies and unexplained conventions. Animal ethics is the field that tries to make sense of human-animal relationships using insights from philosophical ethics, and this course is an introduction to the field. This course has several distinctive characteristics from other animal ethics education materials. First, this course uses situations of animals in Japan as illustrative cases, which makes this course as a means to learn something about Japanese culture. Second, it also uses Manga to think about actual situations. By listeningto the lectures and thinking through the issues presented, you will acquire the ability to think more clearly and systematically about human-animal relationships. Topics include: .Week 1: Training of Companion AnimalsWeek 2: Neutering of Companion AnimalsWeek 3: Animal Experimentation for CosmeticsWeek 4: Eating farm animalsWeek 5: Environmental Enrichment in Zoos",check out the website in given url for more information,5 Weeks,Tetsuji Iseda,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/introduction-to-animal-ethics,"Animal ethics is the field that tries to make sense of human-animal relationships using insights from philosophical ethics. This course has several distinctive characteristics from other animal ethics education materials. It uses situations of animals in Japan as illustrative cases, which makes this course as a means to learn something about Japanese culture."
Teamwork & Collaboration,Rochester Institute of Technology,Introductory,4.8,check out the website in given url for more information,"Consensus Decision-Making, Teamwork, Leadership, Business Communication, Team Motivation, Collaboration, Problem Solving, Decision Making",3 Weeks,David Neumann,FREE-Add a Verified Certificate for Rs. 16616.5,https://www.edx.org/course/teamwork-collaboration-3,check out the website in given url for more information
Grant Writing and Crowdfunding for Public Libraries,The University of Michigan,Introductory,4.522,"This course, part of the Public Library Management Professional Certificate program, explores strategies for developing effective grant proposals and for engaging the community in crowdfunding campaigns.In this course, you will mock up a crowdfunding campaign and create a grant proposal for a local or state-level funding source..Weekly themes tentatively scheduled to include:","Library Management, Grant Writing, Fundraising",4 Weeks,Kristin Fontichiaro,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/grant-writing-and-crowdfunding-for-public-librarie,"This course, part of the Public Library Management Professional Certificate program, explores strategies for developing effective grant proposals and for engaging the community in crowdfunding campaigns.In this course, you will mock up a crowdfunding campaign and create a grant proposal for a local or state-level funding source..Weekly themes tentatively scheduled to include:"
Leading Ambitious Teaching and Learning,The University of Michigan-Microsoft Education,Advanced,4.522,check out the website in given url for more information,check out the website in given url for more information,6 Weeks,Deborah Loewenberg Ball-Nell Duke-Liz Kolb-Elizabeth Birr Moje,FREE-Add a Verified Certificate for Rs. 16616.5,https://www.edx.org/course/leading-ambitious-teaching-and-learning,check out the website in given url for more information
Financing Innovative Ventures,"The University of Maryland, College Park-University System of Maryland",Introductory,4.7,"This course will demystify key financial concepts to give aspiring and active entrepreneurs and innovators a guide for understanding their financials and securing funding. Assuming that our learners have no prior knowledge in accounting, economics, or finance, we will work from the ground up to:● Examine the many financing options available to get your new venture funded● Learn the basics of finance, valuations, dilution, and non-dilutive funding source● Understand capital structure for new ventures, term sheets and how to negotiate them, and the differences between early-stage versus later-stage financing● Develop an understanding of how to develop winning investor pitches, who and when to pitch, how to avoid common mistakes that limit the effectiveness of the pitch, and how to ‘get to the close.Key questions answered within the course include:● If and when to raise outside capital?● What kind of investors invest by stage and where to find them?● What are your fundraising options?● What are the key components of the term sheet?● How to perform company valuations?● How to pitch to investors?● What techniques help the entrepreneur ‘get to the close’?.Module 1: The Early Stage Investment LandscapeThis session provides insights into the investment landscape, to include how investors and lenders evaluate new ventures. Key terminology and principles are addressed to provide learners without an accounting or finance background with an understanding of these areas.Module 2: Sources of Capital for Startups and Corporate VenturesThis session examines the options that entrepreneurs and innovators face in where to raise their financial capital from in the early stages of their venture. From friends and family, to angel investors and venture capitalists, the pros and cons of each source of capital are explored. We will also explore the different sources of internal and external financing for the corporate venture.Module 3: Getting Funded – Steps in the Funding ProcessThis session discusses the techniques and tools to secure funding for a new venture. This provides insights into how entrepreneurs can create a comprehensive funding strategy for their new venture.Module 4: Pitching Investors and Closing the RoundThis final session instructs learners on how to share their investment opportunity with investors and partners, to include those that manage internal corporate funding decisions. With practical tips on the do's and don'ts of pitching, learners are able to develop a compelling story for their new venture.","Finance, Capital Structures, Entrepreneurship, Financial Planning, New Ventures, Economics, Fundraising, Accounting, Innovation",4 Weeks,Michael Pratt,FREE-Add a Verified Certificate for Rs. 12441.5,https://www.edx.org/course/financing-innovative-ventures,"Learn the basics of finance, valuations, dilution, and non-dilutive funding source. Understand capital structure for new ventures, term sheets and how to negotiate them. Develop an understanding of how to develop winning investor pitches. Learn how to avoid common mistakes that limit the effectiveness of the pitch."
"A-level Mathematics for Year 13 - Course 2: General Motion, Moments and Equilibrium, The Normal Distribution, Vectors, Differentiation Methods, Integration Methods and Differential Equations",Imperial College London,Intermediate,4.522,"This course by Imperial College London is designed to help you develop the skills you need to succeed in your A-level maths exams.You will investigate key topic areas to gain a deeper understanding of the skills and techniques that you can apply throughout your A-level study. These skills include:Over seven modules, covering general motion in a straight line and two dimensions, projectile motion, a model for friction, moments, equilibrium of rigid bodies, vectors, differentiation methods, integration methods and differential equations, your initial skillset will be extended to give a clear understanding of how background knowledge underpins the A -level course.You’ll also be encouraged to consider how what you know fits into the wider mathematical world.By the end of this course, you'll be able to: .Module 1: Calculus in Kinematics and Projectile MotionModule 2: Friction, Moments and Equilibrium of rigid bodiesModule 3: The Normal DistributionModule 4: VectorsModule 5: Differentiation MethodsModule 6: Integration MethodsModule 7: Differential Equations","Normal Distribution, Differential Equations",7 Weeks,Philip Ramsden-Phil Chaffe,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/a-level-mathematics-for-year-13-course-2,"This course by Imperial College London is designed to help you develop the skills you need to succeed in your A-level maths exams. Over seven modules, covering general motion in a straight line and two dimensions, projectile motion, a model for friction, moments, equilibrium of rigid bodies, vectors and differential equations."
Theories of Media and Technology,New York University,Introductory,4.522,"Students in this course will build critical, applicable knowledge and understanding of the pervasive impact of media and technology on culture. You will learn influential concepts of media and technology, and be able to apply these ideas to contemporary trends, issues, and your own practice of art and design. Whether you are a graphic designer, UX/UI designer, web designer, or accessibility designer, this course will help you connect your work immediately to a deep, evolving framework of ideas and questions that enrich our understanding of how people consume, create, and use media, how human and non-human objects are related, how games make us think about platforms and software, and how we currently view traditional media such as sound, pictures and video..Week 1: Seminal TheoryWeek 2: CyberneticsWeek 3: ComputationWeek 4: Interaction/InterfaceWeek 5: NetworksWeek 6: ControlWeek 7: Affect TheoryWeek 8: Actor - Network TheoryWeek 9: Cyborg LifeWeek 10: Media ArchaeologyWeek 11: Queer & Feminist TheoryWeek 12: GamesWeek 13: Sound & ImageWeek 14: Media Now",check out the website in given url for more information,14 Weeks,Scott Fitzgerald,FREE-Add a Verified Certificate for Rs. 20791.5,https://www.edx.org/course/theories-of-media-and-technology,"Students will build critical, applicable knowledge and understanding of the pervasive impact of media and technology on culture. You will learn influential concepts and apply these ideas to contemporary trends, issues, and your own practice of art and design. Whether you are a graphic designer, UX/UI designer, web designer, or accessibility designer, this course will help you connect your work immediately."
Introducción a la Estructura de la Materia,Universitat Politècnica de Valencia,Introductory,4.522,check out the website in given url for more information,"Chemical Reactions, Chemistry",4 Weeks,Carmen Gómez Benito-Teresa Pardo Vicente-Juan Antonio Llorens Molina,FREE-Add a Verified Certificate for Rs. 2087.5,https://www.edx.org/course/introduccion-a-la-estructura-de-la-materia,check out the website in given url for more information
"Batteries, Fuel Cells, and their Role in Modern Society",Ural Federal University,Introductory,4.522,"In today's world, we see game-changing movements in transportation and energy markets. A better understanding of the processes involved can help you to find your own role in these incipient shifts and take advantage of monumental changes down the road. This course is an elementary introduction to batteries and fuel cell, the cornerstone of electromobility and renewable energy, the main drivers of sustainable development. Learning the lessons of history, understanding the main driving forces, and gaining the basic knowledge of the key technologies will build your basic all-around comprehension of the subject. This course aims tobridgescience and society. For students focused on science, it will help illustrate the demands of society and industry. For learners from industry, business, or from generalist backgrounds, it will be the lucid introduction to the subject. The short course will not make you an expert in batteries, fuels cells, and electric vehicles, but will help you incommunicating with scientists and engineers and make your further education (or self-education) more productive. The main focus of the course is on batteries - namely, lithium-ion batteries - and electric vehicles as the key market..Week 1. History of electric vehicles
1.1. Lessons of history. EV dawn
1.2. Lessons of history. EV falling down
1.3. Lessons of history. EV oblivion
1.4. Technical remark. How electric vehicle beats gasoline car
1.5.Supporting materials. EV vs. gasoline cars in winter
1.6.Nowadays. EV revival? Week 2. EV revival or why governments care so much about EVs and clean energy
2.1. EV revival. Ecology - air pollution
2.2. EV revival. Ecology – well-to-wheel pollutions
2.3. EV revival. Politics
2.4. EV revival. Economics
2.5. EV revival. Age of electricity
2.6. Important remark. How clean are EVs
2.7. You may be interested. Peak oil Week 3. Engineering. Electric Vehicles and batteries
3.1. EV and hybrids. Classification and how it works
3.2. Choosing the battery you need. Five main characteristics
3.3. Electric buses. Two solutions
3.4. Electric trucks, ships, aircraft
3.5. Related technology. Wheel-hub-motors or how to make car waltzing
3.6. Related technology. Wireless charging
3.7. Related technology. Autonomous driving
3.8. Battery producers Week 4. Science. Chemical power sources
4.1. Brief history of electrochemistry
4.2. Basic principles of batteries and fuel cells
4.3. Fuel cells. Motivation
4.4. Fuel cells. Classification
4.5. Fuel cells. Comparison
4.6. Fuel cells. More details
4.7. Energy sources and energy storage Week 5. Science. Different types of batteries
5.1. Lead acid batteries
5.2. NiCd, NiMH, NiFe
5.3. Li-ion batteries
5.4. Conventional and all-solid-state lithium-ion batteries Week 6. Electrode materials for lithium-ion batteries
6.1. Positive electrode materials. Layered LCO, NMC, NCA and others
6.2. Positive electrode materials. Olivine LFP and others
6.3. Positive electrode materials. Spinel LMO, LNMO and others
6.5. Negative electrode materials. Carbon based material
6.6. Negative electrode materials. Spinel LTO
6.8. What is next?",check out the website in given url for more information,6 Weeks,Dmitry Pelegov,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/batteries-fuel-cells-and-their-role-in-modern-so-2,"This course aims tobridgescience and society. For students focused on science, it will help illustrate the demands of society and industry. The short course will not make you an expert in batteries, fuels cells, and electric vehicles. It will help you incommunicate with scientists and engineers and make your further education (or self-education) more productive."
Communication Skills for Dialoguing Across Difference,Catalyst,Introductory,4.7,check out the website in given url for more information,"Communications, Debating",1 Weeks,Tolonda M. Tolbert-Jared Cline-Audrey Gallien,FREE-Add a Verified Certificate for Rs. 2087.5,https://www.edx.org/course/communication-skills-for-dialoguing-across-difference,check out the website in given url for more information
Social Media: How Media Got Social,Curtin University,Introductory,4.522,"Social media and online communication dominate our daily lives in an unprecedented manner. Wireless connectivity, mobile devices and wearable technologies mean that social media is always on, always part of everyday life for billions of people across the world. While the term 'social media' is barely a decade old, the story of how people started using the internet in a social manner is a much longer and more interesting one. This course willincrease learners' understanding of social media by looking at the ways networked connectivity let users become 'social', how this was amplified with the emergence of the web, and how social media became the default mode of the mobile web we use today.By completing this course, you should be able to: .Module 1: Social Media before the Web
Examines social tools, protocols and ways of communicating that developed in the first two decades of the internet, and the surprising dominance of social communication using networks that were initially designed for very different purposes. Module2: Web 2.0 and Participatory Culture
Examines the explosion of networked interaction after the emergence of the World Wide Web in the 1990s, through to the most well-known early examples of social media: blogs and wikis. Module3: Social Platforms
Examines the way that the dominant social media platforms took centre stage, and how these spaces made social media a normal part of everyday life and changed political communication. Module4: Social Goes Everywhere: The Mobile Web
Examines the way social media changes when phones and tablets let users be online at every moment, in every place and space, and how devices, not just people, start to send social signals. ","Social Media, Online Communication",4 Weeks,Tama Leaver-Gwyneth Peaty,FREE-Add a Verified Certificate for Rs. 11606.5,https://www.edx.org/course/social-media-how-media-got-social,Social media and online communication dominate our daily lives in an unprecedented manner. This course willincrease learners' understanding of social media by looking at the ways networked connectivity let users become 'social' It will also look at the explosion of networked interaction after the emergence of the World Wide Web in the 1990s.
"Portfolio Management, Governance, & the PMO",University of Washington,Introductory,4.3,check out the website in given url for more information,"Governance, Project Management Office (PMO), Portfolio Management, Project Portfolio Management",6 Weeks,Luke Panezich,FREE-Add a Verified Certificate for Rs. 16616.5,https://www.edx.org/course/portfolio-management-governance-the-pmo,check out the website in given url for more information
edX101: Overview of Creating an edX Course,edX,Introductory,4.522,check out the website in given url for more information,check out the website in given url for more information,1 Weeks,Mark Rudnick-Ildi Morris,FREE-Add a Verified Certificate for Rs. 8266.5,https://www.edx.org/course/edx101-overview-of-creating-an-edx-course,check out the website in given url for more information
"Soy docente, ¡qué miedo! Gestiona eficazmente tus emociones",Universidad Autónoma de Madrid,Introductory,4.522,check out the website in given url for more information,Social Skills,4 Weeks,Claudia Messina Albarenque-Tamara Ambrona Benito-Gema de Pablo González,FREE-Add a Verified Certificate for Rs. 4091.5,https://www.edx.org/course/soy-docente-que-miedo-gestiona-eficazmente-tus-emo,check out the website in given url for more information
Data Analysis for Decision Making,"The University of Maryland, College Park-University System of Maryland",Advanced,4.522,check out the website in given url for more information,check out the website in given url for more information,7 Weeks,P.K. Kannan-Margrét Bjarnadóttir-Kislaya Prasad-Lingling Zhang,FREE-Add a Verified Certificate for Rs. 17869.0,https://www.edx.org/course/data-analysis-for-decision-making,check out the website in given url for more information
