Title,Organization,Level,Ratings,Decription,Skills,Completion Time,Instructor,Cost,Link
"Energy Production, Distribution & Safety",University at Buffalo,Beginner,4.7,check out the website in given url for more information,check out the website in given url for more information,3 - 6 Months,Tom Russo,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/energy-industry
An Introduction to Consumer Neuroscience & Neuromarketing,Copenhagen Business School,Beginner,4.7,"Consumer Behaviour,Marketing,Consumer Neuroscience,Neuromarketing,"," Business Psychology, Market Research, Marketing, Behavioral Economics, Customer Analysis, Decision Making, People Analysis, Emotional Intelligence, Marketing Psychology, Research and Design",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/neuromarketing
Palliative Care Always,Stanford University,Beginner,4.7,"The scope and role of palliative care as part of a patient and family's care plan,The scope and role of palliative care as part of a patient and family's care plan,Components of a treatment plan for physical, psychosocial, and spiritual care, including screening, assessment and management of patient needs     ,Components of a treatment plan for physical, psychosocial, and spiritual care, including screening, assessment and management of patient needs     ,Effective communication skills for responding to emotion, delivering difficult news, and discussing goals of care,Effective communication skills for responding to emotion, delivering difficult news, and discussing goals of care,Issues around transitions in care (e.g. survivorship or hospice transition)  ,Issues around transitions in care (e.g. survivorship or hospice transition)  ,"," Communication, Planning",3 - 6 Months,Jan DeNofrio,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/palliative-care-always
Understanding Clinical Research: Behind the Statistics,University of Cape Town,Beginner,4.8,"How to make sense of statistical results presented in the published literature and research.,How to make sense of statistical results presented in the published literature and research.,An overview of widely used statistical analysis techniques and how to interpret their results.,An overview of widely used statistical analysis techniques and how to interpret their results.,"," Basic Descriptive Statistics, Data Analysis, General Statistics, Probability & Statistics, Statistical Tests, Critical Thinking, Biostatistics, Clinical Data Management, Statistical Visualization",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/clinical-research
Customer Analytics,University of Pennsylvania,Mixed,4.6,"Predictive Analytics,Customer Analytics,Marketing Performance Measurement And Management,Regression Analysis,"," Basic Descriptive Statistics, Business Analysis, Customer Analysis, Data Analysis, Data Model, Exploratory Data Analysis, Market Analysis, Market Research, Marketing, Strategy",3 - 6 Months,Eric Bradlow,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/wharton-customer-analytics
Build Basic Generative Adversarial Networks (GANs),DeepLearning.AI,Intermediate,4.7,"Components of GANs,WGANs,DCGANs,Controllable Generation,Conditional Generation,"," Artificial Neural Networks, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Python Programming, Statistical Programming, Deep Learning",3 - 6 Months,Sharon Zhou,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans
Neuroscience and Neuroimaging,Johns Hopkins University,Intermediate,4.6,"Learn about fMRI data design, structure and acquisition.,Learn about fMRI data design, structure and acquisition.,Familiarize yourself with fMRI Artifacts and types of noise.,Familiarize yourself with fMRI Artifacts and types of noise.,Learn how to read/write images of the brain in NIfTI format.,Learn how to read/write images of the brain in NIfTI format.,Learn about Magnetic Resonance Spectroscopy.,Learn about Magnetic Resonance Spectroscopy.,"," Statistical Programming, R Programming, Probability & Statistics, Data Management, Data Structures, Data Analysis, Statistical Analysis, Data Visualization, Visualization (Computer Graphics), General Statistics, Research and Design, Experiment, Correlation And Dependence, Mathematical Theory & Analysis, Process Analysis, Spatial Analysis, Spatial Data Analysis, Bioinformatics, Extract, Transform, Load, Computer Programming",3 - 6 Months,John Muschelli III ,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/computational-neuroscience
Introduction to Technical Writing,Board Infinity ,Beginner,3.9,"Dive deep into the nuances of technical writing, understanding its history, significance, and distinctions from other writing forms.,Dive deep into the nuances of technical writing, understanding its history, significance, and distinctions from other writing forms.,Master the art of designing technical documents, leveraging essential writing tools, and collaborating effectively with platforms like GitHub.,Master the art of designing technical documents, leveraging essential writing tools, and collaborating effectively with platforms like GitHub.,Craft diverse technical documents, from user manuals to API docs, while maintaining the highest ethical standards and ensuring accessibility.,Craft diverse technical documents, from user manuals to API docs, while maintaining the highest ethical standards and ensuring accessibility.,Navigate career growth in technical writing by building a robust portfolio, networking effectively, and adapting to emerging technologies.,Navigate career growth in technical writing by building a robust portfolio, networking effectively, and adapting to emerging technologies.,", Writing,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/technical-writing-introduction
Contabilidad para no contadores,Universidad Nacional Autónoma de México,Beginner,4.8,"Financial Accounting,Accounting,Financial Statement,Interpretation,"," Accounting, Finance, Financial Accounting, General Accounting, Accounts Payable and Receivable, Business Analysis, Financial Analysis, Operational Analysis, Planning, Account Management",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/contabilidad
Addiction Treatment: Clinical Skills for Healthcare Providers,Yale University,Beginner,4.8,"Substance Use Disorder,Substance Use Disorder Screening,Substance Use Disorder Treatment,Substance Use Disorder Diagnosis,Substance Use Disorder Prevention,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/addiction-treatment
CVS Health Call Center Customer Service,CVS Health,Beginner,4.7,"Create positive interactions with customers and de-escalate conflict,Create positive interactions with customers and de-escalate conflict,Create solutions to customer problems,Create solutions to customer problems,Describe different roles in call center customer service,Describe different roles in call center customer service,"," Communication, Leadership and Management, Problem Solving",3 - 6 Months,Denielle Booth,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/professional-certificates/cvshealth-call-center-customer-service
Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,Intermediate,4.7,check out the website in given url for more information," C Programming Language Family, Computer Programming, Data Structures, Theoretical Computer Science",3 - 6 Months,Wade Fagen-Ulmschneider,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/cs-fundamentals-1
AI for Medical Diagnosis,DeepLearning.AI,Intermediate,4.7,"Multi-class classification,Image Segmentation,Machine Learning,Deep Learning,model evaluation,"," Machine Learning, Artificial Neural Networks, Deep Learning, Python Programming, Statistical Programming",3 - 6 Months,Pranav Rajpurkar,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/ai-for-medical-diagnosis
Excel to MySQL: Analytic Techniques for Business,Duke University,Beginner,4.6,"Business Communication,Big Data,Binary Classification,Data Analysis,Microsoft Excel,Business Analysis,SQL,Business Analytics,Tableau Software,Data Visualization,MySQL,"," Business Analysis, Data Analysis, Data Model, Spreadsheet Software, Statistical Analysis, Exploratory Data Analysis, Probability & Statistics, Critical Thinking, Data Analysis Software, Financial Analysis, General Statistics, Mathematics, Data Management, Mathematical Theory & Analysis, Regression, Databases, Statistical Tests, Big Data, Data Structures, SQL, Microsoft Excel, Data Visualization Software, Database Theory, Extract, Transform, Load, Linear Algebra, Cost Accounting, Tableau Software, Data Visualization",3 - 6 Months,Jana Schaich Borg,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/excel-mysql
Applied Data Science Capstone,IBM,Intermediate,4.7,"Demonstrate proficiency in data science and machine learning techniques using a real-world data set and prepare a report for stakeholders   ,Demonstrate proficiency in data science and machine learning techniques using a real-world data set and prepare a report for stakeholders   ,Apply your skills to perform data collection, data wrangling, exploratory data analysis, data visualization model development, and model evaluation,Apply your skills to perform data collection, data wrangling, exploratory data analysis, data visualization model development, and model evaluation,Write Python code to create machine learning models including support vector machines, decision tree classifiers, and k-nearest neighbors  ,Write Python code to create machine learning models including support vector machines, decision tree classifiers, and k-nearest neighbors  ,Evaluate the results of machine learning models for predictive analysis, compare their strengths and weaknesses and identify the optimal model   ,Evaluate the results of machine learning models for predictive analysis, compare their strengths and weaknesses and identify the optimal model   ,"," Python Programming, Data Analysis, Machine Learning, Algorithms, Computer Programming, Data Science, Exploratory Data Analysis",3 - 6 Months,Yan Luo,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/applied-data-science-capstone
Customer Service Fundamentals,Knowledge Accelerators,Beginner,4.8,"Process Management,Communication,Problem Solving,IT Customer Support,"," Communication, Customer Support, Leadership and Management, Problem Solving, Customer Relationship Management, Customer Success, Strategy, Adaptability, Critical Thinking, User Experience",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/customer-service-fundamentals
Clinical Terminology for International and U.S. Students,University of Pittsburgh,Beginner,4.8,"English Language,Clinical Experience,Vital Signs,Medical Device,", Communication,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/clinical-terminology
Data Mining,University of Illinois at Urbana-Champaign,Intermediate,4.5,"Data Clustering Algorithms,Text Mining,Data Visualization,Data Mining,"," Machine Learning, Data Analysis, Data Mining, Machine Learning Algorithms, Natural Language Processing, Probability & Statistics, Data Visualization, Bayesian Statistics, General Statistics, Probability Distribution, Statistical Programming, Algorithms, Python Programming, Data Visualization Software",3 - 6 Months,John C. Hart,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/data-mining
Business Statistics and Analysis,Rice University,Beginner,4.7,"Microsoft Excel,Linear Regression,Statistical Hypothesis Testing,"," Probability & Statistics, Statistical Analysis, Business Analysis, General Statistics, Data Analysis, Spreadsheet Software, Basic Descriptive Statistics, Microsoft Excel, Statistical Tests, Probability Distribution, Business Intelligence, Data Analysis Software, Regression, Data Management, Critical Thinking, Data Visualization, Plot (Graphics), Statistical Visualization, Decision Making",3 - 6 Months,Sharad Borle,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/business-statistics-analysis
Healthcare Management and Finance,University of Michigan,Beginner,5.0,"Develop a foundational knowledge of healthcare organizations’ structure, management, marketing, leadership, and philanthropic work.,Develop a foundational knowledge of healthcare organizations’ structure, management, marketing, leadership, and philanthropic work.,Evaluate the financial performance of healthcare organizations.,Evaluate the financial performance of healthcare organizations.,Build financial models for business planning in healthcare organizations. ,Build financial models for business planning in healthcare organizations. ,"," Accounting, Financial Accounting, Financial Analysis, Financial Management",3 - 6 Months, Michael Rubyan,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/healthcare-management-and-finance
Navigating Generative AI: A CEO Playbook,Coursera ,Mixed,4.7,"A practical overview of GenAI’s capabilities, limitations, and where it may be heading ,A practical overview of GenAI’s capabilities, limitations, and where it may be heading ,How to use GenAI as a ""thought partner” to set strategy, improve decision-making, analyze competition, and communicate more effectively,How to use GenAI as a ""thought partner” to set strategy, improve decision-making, analyze competition, and communicate more effectively,How to enable your organization to use GenAI to create customer value and boost productivity,How to enable your organization to use GenAI to create customer value and boost productivity,How to move quickly and safely with an understanding of the risks associated with this technology,How to move quickly and safely with an understanding of the risks associated with this technology,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/navigating-generative-ai-ceo-playbook-v2
Pre-MBA Statistics,IIMA - IIM Ahmedabad,Beginner,4.5,"Explore the types of data and the basics of probability.,Explore the types of data and the basics of probability.,Describe how a relatively small sample of data can help to infer about a large population.,Describe how a relatively small sample of data can help to infer about a large population.,Justify arguments about a population based on limited data.,Justify arguments about a population based on limited data.,"," Data Analysis, Data Science, General Statistics",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/pre-mbastatistics
Introduction to Computer Vision and Image Processing,IBM,Beginner,4.3,"Describe the applications of computer vision across different industries.,Describe the applications of computer vision across different industries.,Apply image processing and analysis techniques to computer vision problems.,Apply image processing and analysis techniques to computer vision problems.,Utilize Python, Pillow, and OpenCV for basic image processing and perform image classification and object detection.,Utilize Python, Pillow, and OpenCV for basic image processing and perform image classification and object detection.,Create an image classifier using Supervised learning techniques.,Create an image classifier using Supervised learning techniques.,"," Computer Vision, Deep Learning, Machine Learning, Machine Learning Algorithms, Artificial Neural Networks, Visualization (Computer Graphics), Algorithms, Applied Machine Learning, Machine Learning Software, Python Programming, Computer Programming, Data Science",3 - 6 Months,Aije Egwaikhide,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv
Optical Engineering,University of Colorado Boulder,Advanced,4.4,"Specify an optical system and potential solutions to meet those specs,Specify an optical system and potential solutions to meet those specs,Transform layouts into optical designs including real optical components,Transform layouts into optical designs including real optical components,Analyze you designs in an industry standard optical design code, OpticStudio by Zemax,  to validate and optimize the design,Analyze you designs in an industry standard optical design code, OpticStudio by Zemax,  to validate and optimize the design,"," Systems Design, Algorithms",3 - 6 Months,Robert McLeod,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/optical-engineering
Aprender,Universidad Nacional Autónoma de México,Mixed,4.9,"Plan,Language,Scanning,The 7 Habits Of Highly Effective People,"," Human Learning, Planning",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/aprendo
Game Design: Art and Concepts,California Institute of the Arts,Beginner,4.7,"Ways to create and describe a game concept,Ways to create and describe a game concept,,,Evaluation and interpretion of different story styles ,Evaluation and interpretion of different story styles ,,,Concepts and approaches involved in creating successful character designs,Concepts and approaches involved in creating successful character designs,,,"," Creativity, Storytelling, Writing",3 - 6 Months,Dariush Derakhshani,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/game-design
"Sequences, Time Series and Prediction",DeepLearning.AI,Intermediate,4.7,"Solve time series and forecasting problems in TensorFlow,Solve time series and forecasting problems in TensorFlow,Prepare data for time series learning using best practices,Prepare data for time series learning using best practices,Explore how RNNs and ConvNets can be used for predictions,Explore how RNNs and ConvNets can be used for predictions,Build a sunspot prediction model using real-world data,Build a sunspot prediction model using real-world data,"," Machine Learning, Forecasting, Tensorflow, Applied Machine Learning, Deep Learning, Artificial Neural Networks, Human Learning, Data Visualization, Machine Learning Algorithms, Statistical Analysis",3 - 6 Months,Laurence Moroney,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction
Introduction to Logic and Critical Thinking,Duke University,Beginner,4.6,"Understand and appreciate arguments that you and other people present,Understand and appreciate arguments that you and other people present,Determine whether or not an argument is deductively valid,Determine whether or not an argument is deductively valid,Analyze and assess five common forms of inductive arguments,Analyze and assess five common forms of inductive arguments, Recognize fallacies, Recognize fallacies,"," Critical Thinking, Human Learning",3 - 6 Months,Dr. Walter  Sinnott-Armstrong,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/logic-critical-thinking-duke
Natural Language Processing with Probabilistic Models,DeepLearning.AI,Intermediate,4.7,"Use dynamic programming, hidden Markov models, and word embeddings to implement autocorrect, autocomplete & identify part-of-speech tags for words.,Use dynamic programming, hidden Markov models, and word embeddings to implement autocorrect, autocomplete & identify part-of-speech tags for words.,,,"," Machine Learning, Natural Language Processing, Python Programming, Statistical Programming, Statistical Machine Learning",3 - 6 Months,Younes Bensouda Mourri,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/probabilistic-models-in-nlp
AI Engineering,Scrimba,Intermediate,4.6,"Get familiar with the basics of AI Engineering,Get familiar with the basics of AI Engineering,Create text embeddings and work with vector databases,Create text embeddings and work with vector databases,Build AI agents that utilise tools and interact with APIs,Build AI agents that utilise tools and interact with APIs,", Computer Programming,3 - 6 Months,Per Harald Borgen,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/ai-engineering
Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,Intermediate,4.5,"How to make systems reliable,How to make systems reliable,Quantifying risks to and consequences of SLOs,Quantifying risks to and consequences of SLOs,Understanding SLIs, SLOs and SLAs,Understanding SLIs, SLOs and SLAs,"," DevOps, Software Engineering, Strategy and Operations, Decision Making, Leadership and Management, Operational Analysis, Performance Management, User Experience, Problem Solving, Operations Management",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/site-reliability-engineering-slos
Autodesk CAD/CAM/CAE for Mechanical Engineering,Autodesk,Intermediate,4.8,"Demonstrate creative confidence when choosing a design strategy for developing mechanical designs based on engineering requirements.,Demonstrate creative confidence when choosing a design strategy for developing mechanical designs based on engineering requirements.,Prepare designs for manufacture applying industry-based computer-aided manufacturing skills and manufacturing principles.,Prepare designs for manufacture applying industry-based computer-aided manufacturing skills and manufacturing principles.,Create adaptive toolpaths to remove material from designs efficiently.,Create adaptive toolpaths to remove material from designs efficiently.,Demonstrate simulation driven design (SDD) for new product development.,Demonstrate simulation driven design (SDD) for new product development.,",check out the website in given url for more information,3 - 6 Months,Autodesk,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/autodesk-cad-cam-cae-mechanical-engineering
Oil & Gas Industry Operations and Markets,Duke University,Mixed,4.8,"Energy,Geology,Directional Drilling,Enhanced Oil Recovery,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/oilandgas
Executive Data Science,Johns Hopkins University,Beginner,4.5,"Become conversant in the field and understand your role as a leader.,Become conversant in the field and understand your role as a leader.,Recruit, assemble, evaluate, and develop a team with complementary skill sets and roles.,Recruit, assemble, evaluate, and develop a team with complementary skill sets and roles.,Navigate the structure of the data science pipeline by understanding the goals of each stage and keeping your team on target throughout.,Navigate the structure of the data science pipeline by understanding the goals of each stage and keeping your team on target throughout.,Overcome the common challenges that frequently derail data science projects.,Overcome the common challenges that frequently derail data science projects.,"," Data Analysis, Exploratory Data Analysis, Probability & Statistics, Data Management, Critical Thinking, General Statistics, Leadership and Management, Data Model, Decision Making, Experiment, Statistical Analysis, Data Analysis Software, Machine Learning, Statistical Visualization, Correlation And Dependence, Data Visualization, Machine Learning Algorithms, Strategy and Operations, Human Resources, Talent Management, Communication, Human Learning, Organizational Development, People Management",3 - 6 Months,"Roger D. Peng, PhD",FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/executive-data-science
Gamification,University of Pennsylvania,Mixed,4.8,"Psychology,Gamification,Marketing,Game Design,"," Game Theory, Critical Thinking, User Experience, Business Psychology, Strategy, User Experience Design, Behavioral Economics, Marketing Psychology, Problem Solving, Product Design",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/gamification
Microeconomics Principles,University of Illinois at Urbana-Champaign,Beginner,4.8,"Identifying hidden costs of anything,Identifying hidden costs of anything,"," Behavioral Economics, Decision Making, Market Research, Market Analysis, Strategy, Problem Solving, Business Analysis, Econometrics, Strategy and Operations",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/microeconomics
Supply Chain Logistics,Rutgers the State University of New Jersey,Beginner,4.8,"Warehouse Management,Logistics Planning,Supply Chain,Inventory,"," Continuous Delivery, Leadership and Management, Material Handling, Planning, Shipping and Receiving, Store Management, Supplier Relationship Management, Supply Chain Systems, Supply Chain and Logistics, Transportation Operations Management, Warehouse Management",3 - 6 Months,"Rudolf Leuschner, Ph.D.",FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/supply-chain-logistics
Introduction to Spreadsheets and Models,University of Pennsylvania,Mixed,4.2,"Monte Carlo Method,Microsoft Excel,Linear Programming (LP),Solver,"," Data Analysis, Forecasting, General Statistics, Microsoft Excel, Spreadsheet Software, Statistical Analysis, Basic Descriptive Statistics, Business Analysis, Statistical Tests, Mathematics, Computer Programming",3 - 6 Months,Don Huesman,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models
Diversity and inclusion in the workplace,ESSEC Business School,Beginner,4.7,check out the website in given url for more information," Human Resources, Leadership and Management, Organizational Development, Change Management, Critical Thinking, Employee Relations, People Analysis, Professional Development, Talent Management, Adaptability, Training",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/diversity-inclusion-workplace
Overcoming Dyslexia,Yale University,Beginner,4.8,"Understand the latest progress being made in dyslexia research,Understand the latest progress being made in dyslexia research,Acquire practical skills, interventions, and strategies to enable anyone dyslexia to overcome their difficulties and thrive in life and in school,Acquire practical skills, interventions, and strategies to enable anyone dyslexia to overcome their difficulties and thrive in life and in school,Learn the three relevant federal statutes affecting interventions and accommodations for dyslexic students: IDEA, ADAAA, and section 504,Learn the three relevant federal statutes affecting interventions and accommodations for dyslexic students: IDEA, ADAAA, and section 504,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/dyslexia
Marketing digital e e-commerce do Google,Google,Beginner,4.9,"Aprender os fundamentos do marketing digital e e-commerce para desenvolver as habilidades essenciais para uma vaga de trabalho de iniciante,Aprender os fundamentos do marketing digital e e-commerce para desenvolver as habilidades essenciais para uma vaga de trabalho de iniciante,Atrair e engajar clientes por meio de canais de marketing digital, como busca e e-mail,Atrair e engajar clientes por meio de canais de marketing digital, como busca e e-mail,Medir os resultados de ações de marketing por meio de análises e insights presentes,Medir os resultados de ações de marketing por meio de análises e insights presentes,Criar lojas de e-commerce, analisar o desempenho on-line e aumentar a fidelidade do cliente,Criar lojas de e-commerce, analisar o desempenho on-line e aumentar a fidelidade do cliente,"," E-Commerce, Marketing, Search Engine Optimization",3 - 6 Months,Google Career Certificates,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/professional-certificates/marketing-digital-e-e-commerce-do-google
Fundamentos del marketing digital y comercio electrónico,Google,Beginner,4.8,"Describir las responsabilidades de un/a coordinador/a de marketing digital y un/a analista de comercio electrónico de nivel inicial (o similar).,Describir las responsabilidades de un/a coordinador/a de marketing digital y un/a analista de comercio electrónico de nivel inicial (o similar).,Describir las responsabilidades laborales de un/a coordinador/a de marketing digital y un/a analista de comercio electrónico de nivel inicial,Describir las responsabilidades laborales de un/a coordinador/a de marketing digital y un/a analista de comercio electrónico de nivel inicial,Explicar el concepto del embudo de marketing,Explicar el concepto del embudo de marketing,Comprender los elementos y objetivos de una estrategia de marketing digital y comercio electrónico,Comprender los elementos y objetivos de una estrategia de marketing digital y comercio electrónico,"," E-Commerce, Marketing, Strategy",3 - 6 Months,Google Career Certificates,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/fundamentos-del-marketing-digital-y-comercio-electronico
Digital Product Management: Modern Fundamentals,University of Virginia,Beginner,4.7,"How to create the actionable focus to successfully manage your product  ,How to create the actionable focus to successfully manage your product  ,How to focus your work using modern product management methods  ,How to focus your work using modern product management methods  ,How to manage new products and explore new product ideas ,How to manage new products and explore new product ideas ,How to manage and amplify existing products  ,How to manage and amplify existing products  ,"," Product Management, Leadership and Management, Planning, Product Strategy, Strategy",3 - 6 Months,Alex Cowan,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/uva-darden-digital-product-management
Finance for Non-Finance Professionals,Rice University,Beginner,4.8,"Financial Accounting,Capital Budgeting,Corporate Finance,Finance,"," Accounting, Business Analysis, Data Analysis, Finance, Financial Analysis, Financial Management, Financial Accounting, Investment Management, Budget Management",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/finance-for-non-finance
Introduction to Deep Learning & Neural Networks with Keras,IBM,Intermediate,4.7,"Artificial Intelligence (AI),Artificial Neural Network,Machine Learning,Deep Learning,keras,"," Algorithms, Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Network Model, Applied Machine Learning, Network Architecture, Python Programming, Regression",3 - 6 Months,Alex Aklson,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras
CAD and Digital Manufacturing,Autodesk,Intermediate,4.7,"Computer-Aided Design (CAD),Autodesk,Manufacturing Processes,Sustainable Design,"," Design and Product, Product Design, Feature Engineering, Computer Graphics, Interactive Design, Computer Graphic Techniques, Graphics Software, Research and Design, Software Engineering Tools, Graphic Design, Visualization (Computer Graphics), Hardware Design, Product Development, Visual Design, Geometry, User Experience Design, Strategy and Operations, Communication, Decision Making, Product Management, System Software, Collaboration, Computer Programming, Other Cloud Platforms and Tools",3 - 6 Months,Autodesk,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/specializations/cad-design-digital-manufacturing
Creative Thinking: Techniques and Tools for Success,Imperial College London,Beginner,4.7,"Understand what creative thinking techniques are,Understand what creative thinking techniques are,Comprehend their importance in tackling global challenges as well as in everyday problem-solving scenarios,Comprehend their importance in tackling global challenges as well as in everyday problem-solving scenarios,Select and apply the appropriate technique based on the opportunity to seize or the problem to tackle,Select and apply the appropriate technique based on the opportunity to seize or the problem to tackle,"," Creativity, Problem Solving, Collaboration, Communication",3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/creative-thinking-techniques-and-tools-for-success
Entrepreneurship 1: Developing the Opportunity,University of Pennsylvania,Mixed,4.8,"Discovery-Driven Planning,Elevator Pitch,Planning,Entrepreneurship,"," Entrepreneurship, Planning, Strategy, Business Analysis, Business Design, Business Development, Critical Thinking, Design and Product, Innovation, Product Strategy",3 - 6 Months,Lori Rosenkopf,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/wharton-entrepreneurship-opportunity
Animal Behaviour and Welfare,The University of Edinburgh,Mixed,4.8,"Animal,Animal Behavior,Veterinary,Dog,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/animal-welfare
Deep Neural Networks with PyTorch,IBM,Intermediate,4.4,"Demonstrate your comprehension of deep learning algorithims and implement them using Pytorch. ,Demonstrate your comprehension of deep learning algorithims and implement them using Pytorch. ,Explain and apply knowledge of Deep Neural Networks and related machine learning methods.,Explain and apply knowledge of Deep Neural Networks and related machine learning methods.,Describe how to use Python libraries such as PyTorch for Deep Learning applications.,Describe how to use Python libraries such as PyTorch for Deep Learning applications.,Build Deep Neural Networks using PyTorch.,Build Deep Neural Networks using PyTorch.,"," Human Learning, Machine Learning, Deep Learning, Python Programming, Artificial Neural Networks, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Regression, Statistical Machine Learning",3 - 6 Months,Joseph Santarcangelo,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/deep-neural-networks-with-pytorch
Getting Started with Git and GitHub,IBM,Beginner,4.6,"Describe version control and its place in social and collaborative coding and in DevOps. ,Describe version control and its place in social and collaborative coding and in DevOps. ,Explain basic Git concepts such as repositories and branches used for distributed version control and social coding.,Explain basic Git concepts such as repositories and branches used for distributed version control and social coding.,Create GitHub repositories and branches, and perform pull requests (PRs) and merge operations, to collaborate on a team project.,Create GitHub repositories and branches, and perform pull requests (PRs) and merge operations, to collaborate on a team project.,Build your portfolio by creating and sharing an open-source project on GitHub. ,Build your portfolio by creating and sharing an open-source project on GitHub. ,"," Collaboration, Leadership and Management, Mergers & Acquisitions, Software Engineering, Software Engineering Tools",3 - 6 Months,Rav Ahuja,FREE-If you want to add a Verified Certificate check out the price in the website,https://www.coursera.org/learn/getting-started-with-git-and-github
